chr	locA	locB	strand	gene_Symbol	score
chr3L	14304960	14310437	+	fz	0
chr3L	14533067	14533330	-	Mpcp	0
chr3L	14533121	14533322	-	Mpcp	0
chr3L	14657395	14658170	+	dlp	0
chr3L	14657395	14660841	+	dlp	0
chr3L	14660358	14660841	+	dlp	0
chr3L	14744366	14744875	-	Trl	0
chr3L	14750003	14750430	-	Trl	0
chr3L	14770438	14770866	-	bmm	0
chr3L	14832317	14833148	+	CG17839	0
chr3L	14873305	14873938	+	CG17839	0
chr3L	14896975	14898080	+	CG42247	0
chr3L	14896975	14925019	+	CG42247	0
chr3L	15067783	15069145	-	cp309	0
chr3L	15115723	15116161	-	CG16959	0
chr3L	15131186	15131293	-	Pdi	0
chr3L	15806345	15806726	-	CG6151	0
chr3L	15851200	15853126	-	pHCl	0
chr3L	15852911	15856336	-	pHCl	0
chr3L	15903600	15904752	-	CG6114	0
chr3L	15940007	15940679	-	Pka-C3	0
chr3L	15983674	15983854	-	Hip14	0
chr3L	16016951	16056273	+	Mbs	0
chr3L	16022370	16056273	+	Notum	0
chr3L	16055230	16056273	+	Mbs	0
chr3L	16056985	16059929	+	Mbs	0
chr3L	16059122	16059929	+	Mbs	0
chr3L	16059122	16063670	+	Mbs	0
chr3L	16061212	16070909	+	Mbs	0
chr3L	16069329	16070382	+	Mbs	0
chr3L	16108768	16109341	+	Taf4	0
chr3L	16109131	16109341	+	Taf4	0
chr3L	16141507	16142058	-	CG5151	0
chr3L	16406968	16407078	+	TMS1	0
chr3L	16478536	16484818	+	CG33158	0
chr3L	16497421	16498330	-	CG32158	0
chr3L	16506064	16507549	-	CG32158	0
chr3L	16515898	16523756	-	CG32158	0
chr3L	16567952	16860046	+	mbf1	0
chr3L	16644232	16644635	-	Baldspot	0
chr3L	16673911	16674470	-	Lasp	0
chr3L	16708540	16709937	+	Dab	0
chr3L	16779387	16779719	+	Int6	0
chr3L	16792144	16793054	-	CG9674	0
chr3L	16801045	16802457	+	nudC	0
chr3L	16801524	16802457	+	nudC	0
chr3L	16801794	16802457	+	nudC	0
chr3L	16812006	16812803	+	nudC	0
chr3L	16812006	16813283	+	nudC	0
chr3L	16877018	16890728	+	Lmpt	0
chr3L	16889903	16890728	+	Lmpt	0
chr3L	16905228	16906498	+	Lmpt	0
chr3L	16952198	16952984	+	Nc73EF	0
chr3L	16954599	16954702	+	Nc73EF	0
chr3L	16973658	16976962	+	CG14060	0
chr3L	16973658	16978439	+	CG14060	0
chr3L	17060236	17061158	-	CG32169	0
chr3L	17070721	17071298	-	CG32169	0
chr3L	17158012	17160199	-	CG32169	0
chr3L	17402324	17402972	-	blot	0
chr3L	17532555	17532827	+	Nedd4	0
chr3L	17533787	17534503	+	Nedd4	0
chr3L	17533790	17534503	+	Nedd4	0
chr3L	17557705	17558825	-	Eip74EF	0
chr3L	17590559	17596483	-	Eip74EF	0
chr3L	17595774	17596483	-	Eip74EF	0
chr3L	17636462	17636826	-	Pep	0
chr3L	17704157	17714988	+	Ccn	0
chr3L	17709066	17709285	+	Ccn	0
chr3L	17709066	17714988	+	Ccn	0
chr3L	17709066	17732026	+	Ccn	0
chr3L	17714908	17716385	+	Ccn	0
chr3L	17722683	17732026	+	Ccn	0
chr3L	17978791	17986096	-	Eip75B	0
chr3L	18619964	18657920	+	MYPT-75D	0
chr3L	18654456	18657920	+	MYPT-75D	0
chr3L	18655723	18656854	+	MYPT-75D	0
chr3L	18747413	18748973	-	ftz-f1	0
chr3L	18880160	18880846	-	CG3961	0
chr3L	18988530	19063199	-	CG18135	0
chr3L	19003694	19004158	-	nkd	0
chr3L	19103192	19105619	-	CG14082	0
chr3L	19237012	19237994	+	NA	0
chr3L	19284579	19286406	-	NA	0
chr3L	19364185	19365502	-	CG32206	0
chr3L	19364185	19366683	-	CG32206	0
chr3L	19364185	19367940	-	CG32206	0
chr3L	19364185	19374597	-	CG32206	0
chr3L	19365265	19366683	-	CG32206	0
chr3L	19374471	19379225	-	CG32206	0
chr3L	19378497	19379225	-	CG32206	0
chr3L	19471006	19480206	-	CG32207	0
chr3L	19567593	19568159	-	Shal	0
chr3L	19599394	19599505	+	CG9372	0
chr3L	19942361	19942705	+	Ac76E	0
chr3L	19967367	19968202	+	Ac76E	0
chr3L	20067206	20069231	-	NPFR76F	0
chr3L	20093702	20094765	-	CG14186	0
chr3L	20161575	20162163	-	CG32223	0
chr3L	20248997	20249738	+	CG13814	0
chr3L	20253961	20255941	+	rdgC	0
chr3L	20266086	20271970	-	gogo	0
chr3L	20266086	20273247	-	gogo	0
chr3L	20342041	20342306	+	eRF1	0
chr3L	20342041	20344830	+	eRF1	0
chr3L	20373334	20373753	+	RhoBTB	0
chr3L	20427190	20427776	-	Psn	0
chr3L	20709898	20710410	-	CG13253	0
chr3L	20773435	20773576	-	CG11399	0
chr3L	20845678	20849662	-	CG32432	0
chr3L	20845678	20853526	-	CG32432	0
chr3L	20847156	20849662	-	CG32432	0
chr3L	20847704	20848391	-	CG32432	0
chr3L	20849525	20853526	-	CG32432	0
chr3L	20852779	20853526	-	CG32432	0
chr3L	20899026	20899128	+	CG11458	0
chr3L	20928512	20937068	-	fng	0
chr3L	20936663	20937068	-	fng	0
chr3L	21005310	21018648	-	skd	0
chr3L	21061813	21062365	+	siz	0
chr3L	21061813	21064162	+	siz	0
chr3L	21092560	21093293	-	ko	0
chr3L	21181886	21183072	-	CG42337	0
chr3L	21385431	21387147	+	CG6014	0
chr3L	21412706	21413789	+	CG6014	0
chr3L	21417553	21418645	-	CG6049	0
chr3L	21753130	21754365	-	Syn1	0
chr3L	21820570	21820805	+	CG7414	0
chr3L	21900445	21901020	+	mub	0
chr3L	21907875	21908755	+	mub	0
chr3L	21969394	21970730	+	CG7470	0
chr3L	21969394	21971474	+	CG7470	0
chr3L	21973403	21974295	+	CG7470	0
chr3L	22070103	22070503	+	RpLP0	0
chr3L	22070271	22070512	+	RpLP0	0
chr3L	22070333	22070508	-	RpLP0	0
chr3L	22176885	22177702	+	olf413	0
chr3L	22214799	22216947	+	olf413	0
chr3L	22215587	22216947	+	olf413	0
chr3L	22222096	22222522	+	olf413	0
chr3L	22222096	22224459	+	olf413	0
chr3L	22266232	22266430	+	Csp	0
chr3L	22284739	22285083	+	Aats-ile	0
chr3L	22333561	22333741	-	Ten-m	0
chr3L	22333561	22343198	-	Ten-m	0
chr3L	22342426	22343198	-	Ten-m	0
chr3L	22576102	22576462	-	CG14459	0
chr3L	22770210	22771924	+	SPoCk	0
chr3L	22770405	22770642	-	SPoCk	0
chr3L	22770720	22771005	-	SPoCk	0
chr3L	22770740	22771122	+	SPoCk	0
chr3L	22770912	22771878	+	SPoCk	0
chr3L	22825036	22826899	-	jim	0
chr3L	22995152	22995543	+	nrm	0
chr3L	23000427	23000807	+	nrm	0
chr3L	23022936	23025301	+	nrm	0
chr3L	23087797	23088109	+	Qm	0
chr3L	23095750	23095996	-	CkIIalpha	0
chr3L	23203951	23209207	+	nAcRalpha-80B	0
chr3L	23203951	23220647	+	nAcRalpha-80B	0
chr3L	23220537	23255923	+	nAcRalpha-80B	0
chr3L	23240106	23271562	+	nAcRalpha-80B	0
chr3L	23255807	23257464	+	nAcRalpha-80B	0
chr3L	23255807	23271562	+	nAcRalpha-80B	0
chr3L	23262503	23271562	+	nAcRalpha-80B	0
chr3L	23308591	23332780	+	CG32230	0
chr3L	23311994	23312574	-	alpha-Cat	0
chr3L	23318741	23319860	-	alpha-Cat	0
chr3L	23866709	23867531	-	CG40470	0
chr3L	23882204	23883306	-	CG40470	0
chr3L	23882204	23905555	-	CG40470	0
chr3L	23927514	23928221	-	CG40470	0
chr3L	24203120	24251736	+	Snap25	0
chr3L	24246892	24251736	+	Snap25	0
chr3LHet	209155	209624	+	scro	0
chr3LHet	209155	211840	+	scro	0
chr3LHet	209155	217519	+	scro	0
chr3LHet	211628	217519	+	scro	0
chr3LHet	211628	224332	+	scro	0
chr3LHet	789080	789756	-	CG40467	0
chr3LHet	1256558	1257083	-	CG40178	0
chr3LHet	1306994	1316109	-	CG40178	0
chr3LHet	1306994	1344239	-	CG40178	0
chr3LHet	1306994	1360849	-	CG40178	0
chr3LHet	1315894	1344239	-	CG40178	0
chr3LHet	1315894	1360849	-	CG40178	0
chr3LHet	1351732	1360849	-	CG40178	0
chr3LHet	1872544	1872921	+	CG40120	0
chr3LHet	2233003	2423807	+	Dbp80	0
chr3LHet	2253758	2255059	+	Rad21	0
chr3LHet	2263373	2265309	+	Rad21	0
chr3LHet	2398173	2398691	-	RpL15	0
chr3LHet	2423417	2423807	+	Dbp80	0
chr3LHet	2454978	2455331	+	Dbp80	0
chr3LHet	2454978	2473306	+	Dbp80	0
chr3LHet	2543665	2544001	+	Dbp80	0
chr3R	7783	8649	+	CG12581	0
chr3R	27564	28519	+	CG12582	0
chr3R	93162	93532	+	CG1092	0
chr3R	93238	93517	+	CG1092	0
chr3R	93293	93524	+	CG1092	0
chr3R	93376	93517	+	CG1092	0
chr3R	93662	93770	-	CG1092	0
chr3R	93737	93951	-	CG1092	0
chr3R	93767	93951	-	CG1092	0
chr3R	95305	96076	-	CG9766	0
chr3R	108395	110128	+	cpx	0
chr3R	108395	114695	+	cpx	0
chr3R	108395	121422	+	cpx	0
chr3R	120850	121422	+	cpx	0
chr3R	123209	124307	+	cpx	0
chr3R	205171	205546	+	CG11739	0
chr3R	215021	215285	+	tub	0
chr3R	232008	232182	-	growl	0
chr3R	240254	241608	-	CG32944	0
chr3R	272146	273676	-	CG31522	0
chr3R	328160	329447	-	CG34357	0
chr3R	448230	449346	+	5-HT2	0
chr3R	448230	454071	+	5-HT2	0
chr3R	452694	454071	+	5-HT2	0
chr3R	452694	456243	+	5-HT2	0
chr3R	478918	479302	-	Karybeta3	0
chr3R	479334	479574	+	Karybeta3	0
chr3R	522912	523977	+	CG31531	0
chr3R	560250	560575	-	tacc	0
chr3R	560886	563460	-	tacc	0
chr3R	567573	569904	-	tacc	0
chr3R	583264	584133	-	CG31530	0
chr3R	621458	622789	-	CG14656	0
chr3R	621458	623419	-	CG14656	0
chr3R	622210	623419	-	CG14656	0
chr3R	625413	626400	-	CG14656	0
chr3R	625413	627713	-	CG14656	0
chr3R	743118	743853	+	Cdep	0
chr3R	1003015	1003607	-	cno	0
chr3R	1092474	1093599	+	Hph	0
chr3R	1119351	1125295	-	l(3)82Fd	0
chr3R	1119783	1122357	-	l(3)82Fd	0
chr3R	1121362	1125295	-	l(3)82Fd	0
chr3R	1123923	1125295	-	l(3)82Fd	0
chr3R	1138710	1140027	-	l(3)82Fd	0
chr3R	1422582	1423237	-	exba	0
chr3R	1422582	1424064	-	exba	0
chr3R	1443069	1444594	-	Spec2	0
chr3R	1710386	1710746	-	CG34113	0
chr3R	1710386	1713007	-	CG34113	0
chr3R	1717942	1718711	-	CG34113	0
chr3R	1765085	1765660	-	CG34113	0
chr3R	1919948	1920742	-	Gasp	0
chr3R	2182154	2183062	+	Pak	0
chr3R	2215923	2216028	-	CG1021	0
chr3R	2262446	2264729	+	gpp	0
chr3R	2364028	2371695	-	dpr11	0
chr3R	2368292	2392599	-	dpr11	0
chr3R	2371396	2392599	-	dpr11	0
chr3R	2391856	2392599	-	dpr11	0
chr3R	2666956	2667936	-	Scr	0
chr3R	2878849	2879319	+	Sodh-1	0
chr3R	2926858	2927819	-	Alh	0
chr3R	2999832	3001118	+	sas	0
chr3R	3019314	3020180	+	lap	0
chr3R	3021337	3022115	+	lap	0
chr3R	3021415	3022115	+	lap	0
chr3R	3023291	3024221	+	lap	0
chr3R	3082845	3083215	-	Gld	0
chr3R	3321654	3323087	-	alpha-Est9	0
chr3R	3428825	3431190	-	CG34127	0
chr3R	3492500	3493557	+	CG31146	0
chr3R	3498673	3501184	+	CG31146	0
chr3R	3684659	3691483	-	CG17816	0
chr3R	3687196	3691483	-	CG17816	0
chr3R	3688640	3691483	-	CG17816	0
chr3R	3689978	3691483	-	CG17816	0
chr3R	3689982	3690636	-	CG17816	0
chr3R	3689982	3691152	-	CG17816	0
chr3R	3689982	3691483	-	CG17816	0
chr3R	3689982	3694094	-	CG17816	0
chr3R	3690872	3691483	-	CG17816	0
chr3R	3690872	3694094	-	CG17816	0
chr3R	3695953	3697840	-	CG17816	0
chr3R	3785473	3786844	-	dsx	0
chr3R	3850167	3850791	-	CG2747	0
chr3R	3933953	3937023	+	puc	0
chr3R	3936798	3937023	+	puc	0
chr3R	4214305	4228597	-	PQBP-1	0
chr3R	4217008	4228597	-	PQBP-1	0
chr3R	4219052	4220780	-	PQBP-1	0
chr3R	4219052	4228597	-	PQBP-1	0
chr3R	4223175	4228597	-	PQBP-1	0
chr3R	4445507	4446254	+	CG8007	0
chr3R	4445507	4448579	+	CG8007	0
chr3R	4483330	4483453	-	bel	0
chr3R	4540046	4540385	-	CG8112	0
chr3R	4579892	4581934	-	CG11768	0
chr3R	4608007	4611730	-	Pif1A	0
chr3R	4611451	4612647	-	Pif1A	0
chr3R	4618825	4623768	-	CG11776	0
chr3R	4657863	4660671	-	pyd	0
chr3R	4664113	4668561	-	pyd	0
chr3R	4690507	4723036	-	pyd	0
chr3R	4905466	4906744	-	pum	0
chr3R	4936810	4937667	-	pum	0
chr3R	4944890	4947147	-	pum	0
chr3R	4956056	4957139	-	pum	0
chr3R	5039481	5039987	-	pum	0
chr3R	5039481	5044485	-	pum	0
chr3R	5043708	5044485	-	pum	0
chr3R	5057795	5060386	-	pum	0
chr3R	5180143	5180805	+	CG33936	0
chr3R	5198477	5199597	-	Fps85D	0
chr3R	5257750	5258561	+	ps	0
chr3R	5257753	5258561	+	ps	0
chr3R	5264836	5267387	+	CG16777	0
chr3R	5264846	5267387	+	CG16777	0
chr3R	5265067	5267387	+	CG16777	0
chr3R	5265070	5267387	+	CG16777	0
chr3R	5266402	5267387	+	CG16777	0
chr3R	5267137	5267387	+	CG16777	0
chr3R	5269732	5272219	+	ps	0
chr3R	5270765	5272219	+	ps	0
chr3R	5273350	5273464	+	ps	0
chr3R	5274440	5274833	+	ps	0
chr3R	5274634	5274833	+	ps	0
chr3R	5277728	5277834	-	NA	0
chr3R	5283924	5284255	-	CG9363	0
chr3R	5300438	5301562	-	CG16779	0
chr3R	5372519	5373092	-	mura	0
chr3R	5372519	5375532	-	mura	0
chr3R	5447240	5448496	+	CG8312	0
chr3R	5604645	5604762	+	RpS29	0
chr3R	5610062	5610165	-	MtnA	0
chr3R	5756085	5769616	+	CG34360	0
chr3R	5769202	5769616	+	CG34360	0
chr3R	5830377	5834576	-	Mical	0
chr3R	5840711	5841648	-	Mical	0
chr3R	5934416	5934793	-	Fmr1	0
chr3R	5953772	5953880	-	tws	0
chr3R	6019581	6022634	+	Syn	0
chr3R	6019581	6030038	+	Syn	0
chr3R	6045500	6045861	+	Syn	0
chr3R	6135717	6136108	+	CG6293	0
chr3R	6147186	6147304	-	Bruce	0
chr3R	6197870	6198927	-	Rfx	0
chr3R	6664971	6665664	+	CG4655	0
chr3R	6692250	6692682	-	SelR	0
chr3R	6692250	6692698	-	SelR	0
chr3R	6818626	6819327	+	CG34114	0
chr3R	6837735	6839150	+	CG34114	0
chr3R	6849189	6849539	+	CG34114	0
chr3R	6858233	6860647	+	CG34114	0
chr3R	6869724	6871266	+	CG34114	0
chr3R	7036549	7036657	-	Tctp	0
chr3R	7036549	7036668	-	Tctp	0
chr3R	7041414	7041679	-	RpS25	0
chr3R	7047896	7048451	+	RpL3	0
chr3R	7049657	7049969	+	RpL3	0
chr3R	7050265	7050494	-	RpL3	0
chr3R	7265606	7266968	-	CG31374	0
chr3R	7361304	7361901	-	dpr4	0
chr3R	7364822	7365823	-	dpr4	0
chr3R	7400047	7400256	+	CG14709	0
chr3R	7418088	7419488	-	Jupiter	0
chr3R	7418088	7430005	-	Jupiter	0
chr3R	7576891	7577007	+	NA	0
chr3R	7577008	7577146	+	NA	0
chr3R	7579512	7579624	+	Lk6	0
chr3R	7580069	7580246	-	Lk6	0
chr3R	7627673	7628413	-	CG31116	0
chr3R	7636085	7636857	-	CG31116	0
chr3R	7684155	7684477	-	CG6959	0
chr3R	7794938	7796978	+	CG18347	0
chr3R	7908296	7908603	-	NA	0
chr3R	7932860	7933804	+	dpr17	0
chr3R	7947892	7948761	-	CG4702	0
chr3R	7976094	7976669	-	dpr15	0
chr3R	8199016	8199211	-	GstD3	0
chr3R	8272097	8272239	+	desat1	0
chr3R	8386122	8388841	-	Octbeta2R	0
chr3R	8578139	8580512	-	beat-Vc	0
chr3R	8845063	8847364	+	CtBP	0
chr3R	8845063	8850766	+	CtBP	0
chr3R	8849443	8849577	-	CtBP	0
chr3R	9058400	9058846	-	Ace	0
chr3R	9058400	9063921	-	Ace	0
chr3R	9068940	9070121	-	Ace	0
chr3R	9203254	9204832	-	CG9813	0
chr3R	9256644	9257075	-	yrt	0
chr3R	9465014	9465185	+	sqd	0
chr3R	9465214	9465374	+	sqd	0
chr3R	9466149	9466363	+	sqd	0
chr3R	9466560	9466676	-	sqd	0
chr3R	9466758	9467030	+	sqd	0
chr3R	9466790	9467234	+	sqd	0
chr3R	9474943	9475051	+	rin	0
chr3R	9496366	9497246	-	Task6	0
chr3R	9582097	9582749	+	CG34383	0
chr3R	9582097	9583505	+	CG34383	0
chr3R	9582097	9583514	+	CG34383	0
chr3R	9582904	9583505	+	CG34383	0
chr3R	9582904	9583514	+	CG34383	0
chr3R	9883608	9892584	+	foxo	0
chr3R	9892262	9892584	+	foxo	0
chr3R	9892262	9892874	+	foxo	0
chr3R	9905067	9907907	+	foxo	0
chr3R	10017460	10030534	-	DopR	0
chr3R	10029972	10030534	-	DopR	0
chr3R	10124511	10124709	+	CG12207	0
chr3R	10166943	10170906	-	NK7.1	0
chr3R	10169946	10170906	-	NK7.1	0
chr3R	10252758	10253483	-	cv-c	0
chr3R	10252758	10258927	-	cv-c	0
chr3R	10348875	10349444	-	Pde6	0
chr3R	10354898	10355952	-	Pde6	0
chr3R	10408772	10418937	+	stumps	0
chr3R	10418003	10418937	+	stumps	0
chr3R	10448964	10449394	-	put	0
chr3R	10494587	10497525	-	Neu3	0
chr3R	10497093	10498245	-	Neu3	0
chr3R	10525966	10572847	-	CG33967	0
chr3R	10525966	10576931	-	CG33967	0
chr3R	10613778	10616974	+	CG3563	0
chr3R	10685030	10685789	-	CG17304	0
chr3R	10887180	10889064	-	dpr9	0
chr3R	10887180	10897981	-	dpr9	0
chr3R	10897173	10897981	-	dpr9	0
chr3R	10937314	10937911	-	CG6934	0
chr3R	11071596	11071908	-	Hsc70-4	0
chr3R	11110334	11111076	+	Tm1	0
chr3R	11120834	11121266	+	Tm1	0
chr3R	11125831	11128944	+	Tm1	0
chr3R	11206884	11207603	+	CG14867	0
chr3R	11504857	11511026	+	pxb	0
chr3R	11694894	11695954	-	CG31183	0
chr3R	11777323	11780927	+	Sap47	0
chr3R	11779879	11780927	+	Sap47	0
chr3R	11779879	11782029	+	Sap47	0
chr3R	11779879	11783641	+	Sap47	0
chr3R	11780304	11782029	+	Sap47	0
chr3R	11780304	11783641	+	Sap47	0
chr3R	11780304	11785270	+	Sap47	0
chr3R	11783481	11783602	+	Sap47	0
chr3R	11825047	11825781	+	srp	0
chr3R	11825047	11852560	+	srp	0
chr3R	11878043	11878205	-	msps	0
chr3R	11898410	11903259	-	Mhcl	0
chr3R	11902835	11903259	-	Mhcl	0
chr3R	11913486	11916812	-	Mhcl	0
chr3R	11916139	11916812	-	Mhcl	0
chr3R	11992257	11992987	+	CG6006	0
chr3R	12099873	12100891	+	gish	0
chr3R	12119708	12124272	+	gish	0
chr3R	12121390	12124272	+	gish	0
chr3R	12121393	12124272	+	gish	0
chr3R	12122383	12123067	+	gish	0
chr3R	12124191	12125411	+	gish	0
chr3R	12124191	12127073	+	gish	0
chr3R	12287415	12287518	+	CG42232	0
chr3R	12338685	12339898	+	CG42342	0
chr3R	12375928	12378188	+	CG42342	0
chr3R	12375928	12382046	+	CG42342	0
chr3R	12461267	12462298	+	Fas1	0
chr3R	12461267	12462833	+	Fas1	0
chr3R	12883140	12884426	+	Dad	0
chr3R	12890437	12890683	+	Dad	0
chr3R	12926709	12934561	-	cher	0
chr3R	12926709	12936476	-	cher	0
chr3R	12929977	12936476	-	cher	0
chr3R	12932709	12932883	-	cher	0
chr3R	12935935	12936476	-	cher	0
chr3R	12935935	12943023	-	cher	0
chr3R	12936082	12936408	+	cher	0
chr3R	13064634	13065629	-	beat-IIb	0
chr3R	13065199	13065629	-	beat-IIb	0
chr3R	13152954	13158431	-	beat-IIa	0
chr3R	13156739	13158431	-	beat-IIa	0
chr3R	13323076	13324270	-	CG31190	0
chr3R	13500254	13500361	+	alt	0
chr3R	13521644	13522308	-	osa	0
chr3R	13603669	13606508	-	CG14318	0
chr3R	13639252	13647660	+	CG31246	0
chr3R	13639252	13647680	+	CG31246	0
chr3R	13677707	13678852	+	tinc	0
chr3R	13690091	13691918	+	tinc	0
chr3R	13704499	13712263	-	Rim	0
chr3R	13704499	13713265	-	Rim	0
chr3R	13706899	13712263	-	Rim	0
chr3R	13711325	13712263	-	Rim	0
chr3R	13715316	13717229	-	Rim	0
chr3R	13832656	13833046	+	cpo	0
chr3R	13834586	13836296	+	cpo	0
chr3R	13834586	13836977	+	cpo	0
chr3R	13834586	13837435	+	cpo	0
chr3R	13834589	13836296	+	cpo	0
chr3R	13835669	13836296	+	cpo	0
chr3R	13835669	13836977	+	cpo	0
chr3R	14052190	14052547	-	CG7998	0
chr3R	14054262	14054394	-	CG7998	0
chr3R	14132340	14135258	-	PKD	0
chr3R	14259956	14261512	-	fru	0
chr3R	14420923	14423399	-	CG14304	0
chr3R	14594381	14594835	-	CG7720	0
chr3R	14594381	14594838	-	CG7720	0
chr3R	14631846	14633012	-	CG18208	0
chr3R	14745144	14747041	+	CG17836	0
chr3R	14768774	14773729	+	CG31222	0
chr3R	14773012	14773729	+	CG31222	0
chr3R	14795140	14796010	+	CG31149	0
chr3R	14795140	14796570	+	CG31149	0
chr3R	14799709	14800023	+	CG31149	0
chr3R	14801640	14801968	-	CG31149	0
chr3R	14841512	14844205	+	gukh	0
chr3R	14913126	14914022	-	cdi	0
chr3R	14932507	14932873	-	NA	0
chr3R	14967133	14967995	-	CG5629	0
chr3R	15044690	15045349	-	vib	0
chr3R	15062551	15064718	-	unc79	0
chr3R	15063229	15064718	-	unc79	0
chr3R	15141727	15145851	-	Dl	0
chr3R	15207261	15210789	-	Ino80	0
chr3R	15209847	15210789	-	Ino80	0
chr3R	15241354	15242110	+	CG31221	0
chr3R	15313817	15314113	+	det	0
chr3R	15319686	15320040	+	det	0
chr3R	15380539	15384286	+	det	0
chr3R	15380539	15385993	+	det	0
chr3R	15380539	15388548	+	det	0
chr3R	15415845	15417038	+	det	0
chr3R	15512851	15514087	+	CG31216	0
chr3R	15581775	15590135	+	GluClalpha	0
chr3R	15585986	15586756	+	GluClalpha	0
chr3R	15585986	15590135	+	GluClalpha	0
chr3R	15585986	15591473	+	GluClalpha	0
chr3R	15585986	15592369	+	GluClalpha	0
chr3R	15589319	15590135	+	GluClalpha	0
chr3R	15653375	15654764	-	bnl	0
chr3R	15762975	15764178	-	Hs6st	0
chr3R	16036802	16039636	+	CG34139	0
chr3R	16039252	16053823	+	CG34139	0
chr3R	16113670	16116808	+	CG5060	0
chr3R	16127114	16127227	-	NA	0
chr3R	16433716	16435122	+	bon	0
chr3R	16524056	16526607	-	Oamb	0
chr3R	16531682	16532108	-	Oamb	0
chr3R	16578067	16579983	+	CG42322	0
chr3R	16617466	16618277	+	CG17838	0
chr3R	16622865	16624131	+	CG17838	0
chr3R	16622865	16628273	+	CG17838	0
chr3R	16628011	16628273	+	CG17838	0
chr3R	16665589	16665720	-	Synd	0
chr3R	16789446	16789915	+	Atpalpha	0
chr3R	16817962	16820145	+	Calx	0
chr3R	16913597	16914409	-	RhoGAP93B	0
chr3R	16980611	16981109	+	SNF4Agamma	0
chr3R	17003999	17005112	+	SNF4Agamma	0
chr3R	17004301	17005112	+	SNF4Agamma	0
chr3R	17097449	17097566	+	CG3308	0
chr3R	17149160	17149939	-	CG16791	0
chr3R	17195996	17197789	-	mod(mdg4)	0
chr3R	17428741	17429295	-	InR	0
chr3R	17450886	17452572	-	E2f	0
chr3R	17615170	17617868	-	Caki	0
chr3R	17642822	17646745	-	Caki	0
chr3R	17821241	17821777	+	Eip93F	0
chr3R	17821241	17822509	+	Eip93F	0
chr3R	17999653	18000449	+	CG31163	0
chr3R	18103358	18103694	+	CG31163	0
chr3R	18104073	18104477	+	CG31163	0
chr3R	18140381	18141521	-	CG34377	0
chr3R	18140381	18144711	-	CG34377	0
chr3R	18303801	18306848	+	Nrx-1	0
chr3R	18306517	18306848	+	Nrx-1	0
chr3R	18338462	18338980	+	oa2	0
chr3R	18428566	18431292	+	CG31158	0
chr3R	18455274	18456328	-	loco	0
chr3R	18482595	18484771	+	CG17622	0
chr3R	18536935	18537036	+	NA	0
chr3R	18554564	18555870	+	CG6982	0
chr3R	18774398	18779190	+	klg	0
chr3R	18778722	18779190	+	klg	0
chr3R	18781473	18783131	+	klg	0
chr3R	18783009	18785445	+	klg	0
chr3R	18811834	18817273	-	Nha2	0
chr3R	18816858	18817273	-	Nha2	0
chr3R	18832316	18834043	-	CG34375	0
chr3R	18833723	18834043	-	CG34375	0
chr3R	18907070	18907887	-	CG13830	0
chr3R	18981530	18982215	-	unk	0
chr3R	18995617	18996202	+	CG13836	0
chr3R	19017417	19018003	-	cnc	0
chr3R	19023008	19023698	-	cnc	0
chr3R	19023008	19035605	-	cnc	0
chr3R	19035063	19035605	-	cnc	0
chr3R	19043600	19044971	-	cnc	0
chr3R	19043600	19048842	-	cnc	0
chr3R	19085398	19086075	+	CG13827	0
chr3R	19137703	19139280	-	pnt	0
chr3R	19138608	19139280	-	pnt	0
chr3R	19163617	19166249	-	pnt	0
chr3R	19165903	19166249	-	pnt	0
chr3R	19185162	19185593	+	RpS3	0
chr3R	19185433	19185582	-	RpS3	0
chr3R	19393236	19393674	+	beat-IV	0
chr3R	19437614	19440928	-	CG31145	0
chr3R	19437614	19442044	-	CG31145	0
chr3R	19440098	19440928	-	CG31145	0
chr3R	19440098	19442044	-	CG31145	0
chr3R	19441919	19457908	-	CG31145	0
chr3R	19441919	19479490	-	CG31145	0
chr3R	19448092	19453182	-	CG31145	0
chr3R	19448092	19457908	-	CG31145	0
chr3R	19452318	19453182	-	CG31145	0
chr3R	19506658	19506843	-	eIF-3p66	0
chr3R	19507777	19507945	-	eIF-3p66	0
chr3R	19507856	19507964	+	eIF-3p66	0
chr3R	19605253	19605391	-	Nup98	0
chr3R	19617788	19618278	+	mbc	0
chr3R	19617788	19620962	+	mbc	0
chr3R	19632347	19633751	-	CG33111	0
chr3R	19655678	19656051	+	CG34355	0
chr3R	19745728	19746568	-	sba	0
chr3R	19763144	19764277	-	Gdh	0
chr3R	19779424	19779859	+	Aats-glupro	0
chr3R	19804671	19805344	+	CG31140	0
chr3R	19829137	19831717	-	KrT95D	0
chr3R	19838704	19839350	-	KrT95D	0
chr3R	19871159	19872213	-	Rox8	0
chr3R	19935088	19935310	+	CG18428	0
chr3R	20099542	20099822	+	Orct2	0
chr3R	20103548	20103704	+	Orct	0
chr3R	20130922	20132605	+	crb	0
chr3R	20142520	20142637	-	CG5720	0
chr3R	20181485	20181749	-	CG6454	0
chr3R	20238229	20247626	-	nAcRalpha-96Aa	0
chr3R	20277616	20278355	-	nAcRalpha-96Aa	0
chr3R	20381957	20382392	+	CG6643	0
chr3R	20416293	20417143	+	mld	0
chr3R	20484042	20484326	+	CG6695	0
chr3R	20502965	20513627	+	slo	0
chr3R	20502965	20515149	+	slo	0
chr3R	20502965	20517655	+	slo	0
